subject,label,peakGyro,ratio,durationCount,gySigned,gzSigned,peakAccel,accelMean,accelStd,spikeCount,classified
C,FLICK,1106.8,1.467,27,-369.4,1106.8,2.359,1.322,0.323,13,FLICK
C,FLICK,1146.6,2.141,25,1146.6,-119.7,2.929,1.653,0.389,9,FLICK
C,FLICK,860.7,1.406,18,139.2,-473.1,2.008,1.426,0.264,13,FLICK
C,FLICK,854.8,1.890,21,332.8,854.8,2.134,1.545,0.299,11,FLICK
C,FLICK,1015.5,3.428,27,127.5,1015.5,2.289,1.548,0.285,8,FLICK
C,FLICK,986.3,1.940,15,986.3,267.5,2.541,1.454,0.355,12,FLICK
C,FLICK,1018.4,1.789,23,154.8,1018.4,2.065,1.378,0.284,12,FLICK
C,FLICK,1064.1,4.475,15,87.4,150.4,1.938,1.411,0.224,13,FLICK
D,TWIST,315.9,2.565,13,-26.3,-96.8,2.060,1.500,0.260,12,PINCH
D,TWIST,191.3,0.859,0,191.3,128.6,2.378,1.313,0.409,9,NONE
D,TWIST,767.3,0.958,43,-280.3,767.3,2.003,1.330,0.261,13,TWIST
D,TWIST,744.5,0.969,52,744.5,-324.4,2.094,1.269,0.220,6,TWIST
D,TWIST,878.8,2.283,23,878.8,-372.7,2.328,1.473,0.386,9,FLICK
D,TWIST,668.7,1.604,50,242.9,-174.0,1.778,1.251,0.198,16,TWIST
D,TWIST,875.0,0.875,30,-498.5,-501.7,2.166,1.270,0.247,5,TWIST
D,TWIST,682.2,1.344,39,338.8,-168.9,2.087,1.332,0.249,11,TWIST
D,TWIST,699.2,1.409,43,-264.3,-232.1,1.789,1.315,0.208,3,TWIST
D,TWIST,685.1,1.034,38,388.7,-274.2,1.874,1.302,0.176,7,TWIST
D,TWIST,648.1,1.735,34,261.5,112.1,2.053,1.292,0.223,9,TWIST
D,TWIST,152.9,0.987,0,-112.1,42.8,2.146,1.354,0.322,7,NONE
D,TWIST,687.2,1.026,34,687.2,-290.7,2.224,1.344,0.288,11,TWIST
D,PINCH,349.8,1.847,9,-119.0,70.4,2.043,1.298,0.360,12,PINCH
D,PINCH,344.5,0.856,15,344.5,179.8,1.818,1.310,0.254,13,PINCH
D,PINCH,470.9,1.054,11,221.0,470.9,2.029,1.437,0.269,16,PINCH
D,PINCH,349.1,2.404,17,132.2,13.0,2.097,1.332,0.333,12,PINCH
D,PINCH,364.7,3.886,17,364.7,53.4,1.864,1.277,0.203,14,PINCH
D,PINCH,514.3,1.113,10,265.1,514.3,2.312,1.468,0.294,9,PINCH
D,PINCH,414.3,1.595,9,414.3,-121.8,2.604,1.566,0.359,14,PINCH
D,PINCH,522.9,0.725,18,522.9,-352.9,2.698,1.554,0.404,10,PINCH
D,PINCH,483.9,0.896,13,289.7,483.9,2.428,1.525,0.351,11,PINCH
D,PINCH,463.9,0.880,13,463.9,344.9,2.938,1.641,0.424,10,PINCH
D,PINCH,743.0,1.029,50,743.0,-388.8,2.393,1.379,0.388,14,TWIST
D,PINCH,494.3,1.700,11,19.4,271.4,1.986,1.292,0.249,15,PINCH
D,PINCH,419.0,1.282,13,419.0,269.9,1.955,1.256,0.284,13,PINCH
D,PINCH,731.5,0.779,57,731.5,-391.2,1.738,1.297,0.177,7,TWIST
D,PINCH,513.3,2.282,13,513.3,-205.6,2.218,1.490,0.298,9,PINCH
D,PINCH,313.1,1.461,15,313.1,-188.5,2.694,1.579,0.375,12,PINCH
D,PINCH,405.4,1.913,7,-134.9,-77.1,3.028,1.613,0.413,7,PINCH
D,PINCH,353.7,1.975,14,353.7,77.6,3.078,1.511,0.449,12,PINCH
D,PINCH,464.3,1.472,17,-225.3,90.0,2.518,1.402,0.331,12,PINCH
D,PINCH,401.9,0.883,13,401.9,-235.9,2.060,1.437,0.278,11,PINCH
D,PINCH,503.1,1.054,13,503.1,-190.3,2.545,1.463,0.301,12,PINCH
D,PINCH,381.4,1.430,15,133.6,133.1,2.349,1.368,0.332,14,PINCH
D,PINCH,450.4,1.016,15,269.0,-174.4,2.074,1.377,0.235,13,PINCH
D,PINCH,345.3,0.835,9,-236.1,345.3,2.318,1.523,0.332,11,PINCH
D,PINCH,554.4,0.931,13,554.4,-395.7,2.348,1.376,0.279,12,PINCH
D,GARBAGE,180.5,0.810,0,180.5,-124.4,1.996,1.406,0.257,4,NONE
D,GARBAGE,179.6,0.930,0,108.5,179.6,1.929,1.275,0.258,5,NONE
D,GARBAGE,131.3,0.935,0,-55.4,-85.0,2.006,1.272,0.293,8,NONE
D,GARBAGE,110.7,1.622,0,-46.5,21.7,2.591,1.307,0.343,7,NONE
D,GARBAGE,370.1,1.674,21,190.8,30.4,1.954,1.377,0.264,5,NONE
D,GARBAGE,181.3,0.816,0,122.4,181.3,1.720,1.038,0.170,1,NONE
D,GARBAGE,165.7,1.380,0,38.0,-82.0,2.034,1.332,0.281,13,NONE
D,GARBAGE,348.2,0.887,9,348.2,-130.0,1.783,1.041,0.145,1,NONE
D,GARBAGE,173.8,0.763,0,173.8,-108.4,1.499,0.962,0.119,1,NONE
D,GARBAGE,393.4,1.698,23,134.7,97.0,1.870,1.276,0.303,6,NONE
D,GARBAGE,318.7,1.318,13,318.7,157.1,1.506,1.035,0.156,1,NONE
D,GARBAGE,108.4,1.054,0,-45.8,57.0,2.015,1.344,0.237,10,NONE
D,GARBAGE,77.7,1.782,0,23.3,77.7,2.146,1.313,0.327,6,NONE
D,GARBAGE,167.3,2.248,0,167.3,-35.3,1.700,1.042,0.200,1,NONE
D,GARBAGE,95.9,1.665,0,95.9,-22.0,2.135,1.266,0.287,8,NONE
D,GARBAGE,89.8,1.860,0,-14.7,33.6,1.953,1.253,0.247,4,NONE
D,GARBAGE,160.7,1.579,0,60.4,41.4,1.967,1.265,0.281,10,NONE
D,GARBAGE,361.2,1.667,21,-168.6,48.1,2.121,1.348,0.293,4,NONE
D,GARBAGE,155.1,2.205,0,155.1,49.7,3.142,1.308,0.480,1,NONE
D,GARBAGE,759.5,1.020,41,759.5,-428.5,2.091,1.398,0.277,11,TWIST
D,GARBAGE,236.8,1.458,3,106.6,-55.9,1.510,1.061,0.159,3,NONE
D,GARBAGE,369.7,0.800,22,369.7,209.1,1.939,1.256,0.164,2,NONE
D,GARBAGE,146.8,1.019,0,146.8,-40.4,1.896,1.255,0.240,1,NONE
D,GARBAGE,268.5,1.083,8,75.6,268.5,1.656,1.026,0.159,2,NONE
D,GARBAGE,171.2,0.895,0,171.2,-87.8,1.962,1.041,0.239,1,NONE
D,GARBAGE,419.5,2.363,11,-60.6,419.5,2.187,1.377,0.262,10,PINCH
D,GARBAGE,160.6,0.852,0,98.8,-89.7,2.933,1.418,0.482,11,NONE
D,GARBAGE,364.1,2.178,21,-85.2,82.0,1.775,1.241,0.260,13,NONE
D,GARBAGE,149.9,1.770,0,57.5,149.9,2.078,1.394,0.329,5,NONE
D,GARBAGE,363.4,1.382,21,-100.4,162.4,2.227,1.321,0.312,10,NONE
D,GARBAGE,94.2,1.870,0,26.2,94.2,1.796,1.046,0.219,2,NONE
D,GARBAGE,136.7,5.535,0,136.7,11.8,2.134,1.369,0.312,10,NONE
D,FLICK,1258.6,2.907,26,-41.3,391.6,2.291,1.533,0.289,10,FLICK
D,FLICK,1355.2,1.339,29,-397.6,614.6,2.548,1.577,0.332,11,FLICK
D,FLICK,1127.3,2.972,21,1127.3,-326.9,2.346,1.300,0.341,12,FLICK
D,FLICK,859.6,1.580,18,-457.7,859.6,2.347,1.474,0.371,9,FLICK
D,FLICK,1274.4,1.780,23,1274.4,-579.9,2.102,1.511,0.213,11,FLICK
D,FLICK,1139.1,1.753,19,1139.1,312.2,2.211,1.374,0.262,15,FLICK
D,FLICK,976.9,2.313,21,-160.3,262.1,1.902,1.386,0.237,15,FLICK
D,FLICK,1264.0,1.385,27,-692.3,-220.2,2.738,1.456,0.379,13,FLICK
D,FLICK,1104.2,1.905,27,244.3,335.4,2.235,1.422,0.294,9,FLICK
D,FLICK,1178.7,2.458,12,201.5,1178.7,2.179,1.269,0.234,15,FLICK
D,FLICK,1157.8,1.769,23,-229.5,-424.9,2.416,1.577,0.320,10,FLICK
D,FLICK,1184.1,1.707,20,344.5,1184.1,2.133,1.493,0.231,10,FLICK
D,FLICK,1361.6,2.153,15,-208.7,-423.8,1.810,1.273,0.228,12,FLICK
D,FLICK,1393.2,2.455,26,1393.2,521.2,2.441,1.554,0.282,8,FLICK
D,FLICK,938.4,2.410,15,-282.0,107.4,2.620,1.607,0.339,9,FLICK
D,FLICK,1255.1,1.624,33,-617.7,1255.1,2.118,1.316,0.263,10,FLICK
D,FLICK,1188.7,1.839,23,211.5,1188.7,1.764,1.336,0.199,16,FLICK
D,FLICK,962.8,1.708,25,389.3,962.8,2.135,1.497,0.270,12,FLICK
E,TWIST,873.0,1.054,50,873.0,-357.4,2.228,1.392,0.354,13,TWIST
E,TWIST,694.1,1.284,39,694.1,-289.0,2.083,1.257,0.359,13,TWIST
E,TWIST,737.1,1.108,45,-405.3,737.1,1.971,1.255,0.282,7,TWIST
E,TWIST,789.8,1.095,35,-510.1,789.8,1.995,1.284,0.223,5,TWIST
E,TWIST,324.6,4.199,17,-48.4,28.9,2.230,1.319,0.330,11,PINCH
E,TWIST,686.3,1.306,29,327.0,-198.5,2.024,1.373,0.255,13,TWIST
E,TWIST,251.3,1.408,6,24.9,251.3,2.090,1.048,0.285,4,NONE
E,TWIST,322.6,0.793,13,322.6,254.9,2.402,1.323,0.280,12,PINCH
E,TWIST,750.2,0.938,35,-257.7,750.2,2.029,1.295,0.164,7,TWIST
E,TWIST,668.4,1.543,43,668.4,113.0,2.255,1.293,0.224,3,TWIST
E,TWIST,850.5,0.862,57,-506.7,850.5,2.539,1.330,0.361,10,TWIST
E,TWIST,760.4,0.872,45,-521.8,-349.9,2.007,1.316,0.213,14,TWIST
E,TWIST,147.4,1.021,0,41.6,147.4,2.248,1.277,0.336,5,NONE
E,TWIST,690.2,1.714,53,690.2,-207.0,1.796,1.250,0.205,7,TWIST
E,TWIST,386.6,0.759,9,386.6,-272.8,2.350,1.465,0.362,11,PINCH
E,TWIST,795.1,0.897,43,338.7,795.1,1.922,1.251,0.194,3,TWIST
E,TWIST,653.5,1.350,30,-193.5,653.5,2.481,1.314,0.345,12,TWIST
E,TWIST,341.1,1.907,17,-148.1,341.1,2.438,1.352,0.367,10,PINCH
E,TWIST,357.9,1.380,11,-167.6,357.9,2.204,1.485,0.237,13,PINCH
E,TWIST,1346.3,3.520,13,-134.6,247.9,2.474,1.383,0.311,9,FLICK
E,TWIST,375.9,0.827,13,375.9,-232.3,1.986,1.373,0.238,16,PINCH
E,TWIST,676.1,1.433,51,676.1,-227.2,1.883,1.246,0.171,4,TWIST
E,TWIST,847.6,1.097,27,-509.1,-263.9,1.885,1.294,0.258,12,TWIST
E,TWIST,695.5,0.914,33,-459.8,-301.4,2.107,1.332,0.297,14,TWIST
E,TWIST,656.2,1.698,55,-132.9,656.2,2.051,1.283,0.303,10,TWIST
E,TWIST,702.7,1.025,44,702.7,-377.4,1.935,1.241,0.256,11,TWIST
E,PINCH,356.3,0.964,9,117.0,356.3,2.221,1.471,0.323,9,PINCH
E,PINCH,507.1,1.290,17,507.1,-300.9,2.738,1.310,0.424,8,PINCH
E,PINCH,321.0,1.028,17,-222.8,89.3,1.899,1.311,0.296,13,PINCH
E,PINCH,323.7,2.067,12,-106.2,323.7,2.334,1.477,0.254,16,PINCH
E,PINCH,419.3,1.074,13,257.8,419.3,2.115,1.340,0.286,14,PINCH
E,PINCH,335.5,1.940,17,-63.3,-109.6,2.050,1.306,0.305,11,PINCH
E,PINCH,409.7,0.963,17,-176.9,409.7,2.145,1.261,0.340,11,PINCH
E,PINCH,531.4,2.041,17,125.6,-134.8,2.564,1.365,0.378,8,PINCH
E,PINCH,357.6,0.792,15,216.1,357.6,2.676,1.665,0.353,10,PINCH
E,PINCH,379.6,1.308,18,201.9,379.6,2.791,1.667,0.444,12,PINCH
E,PINCH,315.9,1.798,17,-161.1,-14.7,2.495,1.479,0.341,14,PINCH
E,PINCH,525.3,1.459,11,194.8,525.3,2.352,1.473,0.374,11,PINCH
E,PINCH,373.8,1.932,9,115.4,-78.1,2.514,1.612,0.446,7,PINCH
E,PINCH,494.9,4.494,12,19.8,-90.3,2.102,1.500,0.242,15,PINCH
E,PINCH,453.7,1.992,16,67.0,453.7,2.020,1.398,0.253,16,PINCH
E,PINCH,450.6,0.971,18,249.1,450.6,2.249,1.494,0.307,14,PINCH
E,PINCH,559.4,2.452,13,559.4,-16.3,2.273,1.463,0.340,12,PINCH
E,PINCH,348.8,2.072,19,25.8,-142.6,2.152,1.442,0.295,11,NONE
E,PINCH,342.5,4.197,5,32.6,49.0,2.193,1.369,0.267,14,PINCH
E,PINCH,542.9,9.132,13,542.9,12.2,2.304,1.567,0.374,14,PINCH
E,PINCH,528.2,3.626,14,528.2,52.1,2.669,1.575,0.356,10,PINCH
E,PINCH,545.3,1.506,14,-13.1,545.3,2.227,1.496,0.318,12,PINCH
E,PINCH,359.2,8.492,7,359.2,-21.6,2.734,1.565,0.446,12,PINCH
E,PINCH,433.3,2.037,9,-133.3,433.3,2.776,1.498,0.331,15,PINCH
E,PINCH,399.3,0.866,15,399.3,-182.1,2.762,1.551,0.402,11,PINCH
E,PINCH,320.1,6.144,9,-32.6,-19.5,2.402,1.550,0.347,11,PINCH
E,PINCH,199.0,1.069,0,199.0,144.4,1.489,0.963,0.238,2,NONE
E,PINCH,1001.0,1.704,11,301.4,1001.0,2.496,1.545,0.427,9,FLICK
E,GARBAGE,88.7,0.793,0,36.5,-75.4,2.003,1.249,0.360,9,NONE
E,GARBAGE,123.8,0.971,0,-39.6,87.9,2.689,1.357,0.386,4,NONE
E,GARBAGE,166.0,4.060,0,-12.9,166.0,2.693,1.315,0.419,3,NONE
E,GARBAGE,105.5,1.056,0,-44.8,105.5,1.686,1.013,0.188,1,NONE
E,GARBAGE,124.6,0.771,0,-84.7,124.6,2.633,1.370,0.411,5,NONE
E,GARBAGE,81.1,1.114,0,-57.2,-15.6,2.054,1.307,0.305,8,NONE
E,GARBAGE,168.4,0.936,0,-115.1,-64.8,1.762,1.268,0.240,6,NONE
E,GARBAGE,164.4,2.111,0,47.9,-30.0,2.255,1.477,0.349,7,NONE
E,GARBAGE,151.6,4.869,0,18.8,-12.4,2.571,1.413,0.416,9,NONE
E,GARBAGE,167.1,2.462,0,167.1,39.6,2.419,1.440,0.355,9,NONE
E,GARBAGE,100.0,2.004,0,-17.7,100.0,2.013,1.399,0.297,3,NONE
E,GARBAGE,88.9,1.412,0,-39.0,-23.9,2.087,1.354,0.286,12,NONE
E,GARBAGE,376.0,0.832,19,376.0,197.3,1.840,1.317,0.212,7,NONE
E,GARBAGE,98.9,0.792,0,50.2,98.9,2.879,1.272,0.472,5,NONE
E,GARBAGE,283.7,3.648,7,283.7,46.8,1.635,1.073,0.214,3,NONE
E,GARBAGE,191.7,2.385,0,-42.7,191.7,1.792,1.004,0.169,1,NONE
E,GARBAGE,92.9,1.628,0,92.9,13.4,2.279,1.342,0.335,4,NONE
E,GARBAGE,182.2,1.421,0,182.2,-40.6,2.217,1.272,0.337,6,NONE
E,FLICK,1008.9,1.563,29,-482.6,162.8,2.139,1.390,0.228,11,FLICK
E,FLICK,781.2,1.681,23,266.1,781.2,2.403,1.551,0.336,11,FLICK
E,FLICK,925.5,1.761,17,925.5,-223.8,2.258,1.429,0.328,14,FLICK
E,FLICK,862.3,2.009,23,61.8,862.3,2.197,1.464,0.243,15,FLICK
E,FLICK,875.2,2.711,19,875.2,308.2,1.991,1.259,0.226,10,FLICK
E,FLICK,802.1,1.573,15,237.6,272.4,2.519,1.393,0.365,7,FLICK
E,FLICK,838.6,2.351,15,838.6,-190.3,2.315,1.416,0.292,11,FLICK
E,FLICK,744.6,2.465,17,744.6,138.3,2.318,1.575,0.308,8,FLICK
E,FLICK,938.4,1.571,23,938.4,309.4,2.123,1.374,0.297,17,FLICK
E,FLICK,806.3,3.525,25,216.7,806.3,1.977,1.264,0.301,13,FLICK
E,FLICK,976.9,3.520,21,-170.7,106.9,2.401,1.505,0.310,10,FLICK
E,FLICK,933.1,2.522,19,285.8,933.1,1.948,1.286,0.324,10,FLICK
E,FLICK,1278.7,2.066,24,1278.7,260.3,2.499,1.475,0.394,9,FLICK
E,FLICK,820.8,3.064,11,820.8,-180.5,2.617,1.455,0.360,14,FLICK
E,FLICK,846.1,2.938,21,846.1,-39.4,1.973,1.436,0.186,14,FLICK
E,FLICK,852.3,2.819,15,234.6,-67.8,1.870,1.257,0.167,11,FLICK
E,FLICK,1249.9,5.344,26,-99.1,1249.9,1.994,1.284,0.285,11,FLICK
E,FLICK,1239.2,2.799,19,-412.8,1239.2,2.051,1.409,0.262,12,FLICK
E,FLICK,1330.4,10.699,15,1330.4,55.8,2.447,1.467,0.412,7,FLICK
E,FLICK,1197.9,1.910,17,336.3,-290.9,2.796,1.611,0.457,12,FLICK
E,FLICK,1107.6,1.522,22,251.8,-475.8,2.181,1.611,0.268,8,FLICK
E,FLICK,847.2,1.325,25,-424.7,847.2,1.860,1.329,0.254,12,FLICK
E,FLICK,817.1,4.261,21,-60.0,817.1,1.843,1.291,0.200,10,FLICK
E,FLICK,1390.5,3.185,29,1390.5,343.2,2.090,1.400,0.233,12,FLICK
E,FLICK,873.7,2.602,21,873.7,22.8,2.347,1.462,0.316,12,FLICK
F,TWIST,765.9,1.066,35,765.9,-397.0,2.075,1.322,0.326,15,TWIST
F,TWIST,743.6,0.993,45,743.6,-448.2,2.111,1.284,0.261,3,TWIST
F,TWIST,446.2,1.446,17,-65.1,243.4,2.179,1.498,0.306,12,PINCH
F,TWIST,777.6,1.098,41,-410.4,-297.7,1.896,1.257,0.222,8,TWIST
F,TWIST,856.3,1.082,34,856.3,-476.0,1.604,1.280,0.107,6,TWIST
F,TWIST,324.2,2.110,13,324.2,137.3,2.136,1.327,0.306,11,PINCH
F,TWIST,703.2,0.940,33,-313.8,703.2,1.724,1.243,0.238,14,TWIST
F,TWIST,640.1,0.999,26,640.1,-392.4,2.522,1.330,0.337,15,TWIST
F,TWIST,409.1,1.056,13,76.4,409.1,2.365,1.527,0.288,10,PINCH
F,TWIST,1065.7,1.664,17,101.9,1065.7,2.258,1.346,0.324,12,FLICK
F,TWIST,653.9,1.089,26,653.9,-295.5,1.974,1.296,0.179,7,TWIST
F,TWIST,670.1,1.529,27,-167.4,-270.9,1.792,1.268,0.174,2,TWIST
F,TWIST,728.3,1.101,46,-283.4,-377.9,2.485,1.352,0.335,10,TWIST
F,TWIST,782.7,0.950,49,782.7,-304.1,2.061,1.330,0.252,9,TWIST
F,TWIST,722.2,1.087,37,722.2,-341.1,2.070,1.274,0.274,12,TWIST
F,TWIST,660.3,1.365,47,660.3,-210.2,2.205,1.401,0.339,13,TWIST
F,TWIST,1109.7,1.353,21,1109.7,-520.5,2.645,1.589,0.353,10,FLICK
F,TWIST,340.6,1.671,15,150.5,-53.4,2.614,1.552,0.404,11,PINCH
F,TWIST,872.0,1.101,29,576.8,-215.0,2.031,1.357,0.238,15,TWIST
F,TWIST,314.3,4.548,11,314.3,-51.1,2.256,1.391,0.368,10,PINCH
F,TWIST,651.2,0.866,31,651.2,-350.6,2.062,1.360,0.271,7,TWIST
F,TWIST,775.5,1.009,36,-486.4,-282.0,2.026,1.276,0.223,2,TWIST
F,TWIST,850.4,0.982,48,-383.9,-482.2,1.828,1.289,0.229,9,TWIST
F,TWIST,773.6,0.839,55,-488.7,-433.7,2.143,1.251,0.257,11,TWIST
F,TWIST,799.4,0.936,40,799.4,240.0,1.923,1.307,0.241,10,TWIST
F,TWIST,731.4,1.070,44,-300.1,731.4,2.076,1.401,0.277,13,TWIST
F,TWIST,796.2,1.062,41,260.4,796.2,2.237,1.311,0.224,5,TWIST
F,TWIST,811.3,1.033,35,374.8,-410.5,2.056,1.333,0.200,8,TWIST
F,PINCH,552.9,1.296,15,376.2,50.3,2.426,1.572,0.368,13,PINCH
F,PINCH,365.5,4.950,21,-48.7,-25.1,2.230,1.276,0.288,6,NONE
F,PINCH,416.0,0.932,15,416.0,-166.8,2.497,1.530,0.339,12,PINCH
F,PINCH,537.8,0.988,13,537.8,-321.6,2.287,1.498,0.228,11,PINCH
F,PINCH,553.3,1.382,11,-228.3,172.0,2.485,1.542,0.300,11,PINCH
F,PINCH,313.6,6.949,18,27.0,313.6,2.217,1.446,0.285,16,PINCH
F,PINCH,383.3,1.425,9,383.3,178.2,2.661,1.563,0.417,15,PINCH
F,PINCH,178.4,2.200,0,178.4,63.9,2.356,1.300,0.335,3,NONE
F,PINCH,554.5,4.550,17,554.5,-99.5,1.888,1.268,0.323,12,PINCH
F,PINCH,512.5,0.982,17,316.7,205.2,2.200,1.443,0.287,14,PINCH
F,PINCH,1079.6,2.407,21,1079.6,-222.5,2.465,1.520,0.379,10,FLICK
F,PINCH,531.4,1.346,12,-201.7,531.4,2.598,1.572,0.307,11,PINCH
F,PINCH,419.4,14.921,15,14.8,13.3,2.296,1.356,0.286,12,PINCH
F,PINCH,457.7,1.325,16,457.7,307.4,2.137,1.323,0.311,15,PINCH
F,PINCH,316.4,3.418,9,41.5,316.4,2.528,1.418,0.297,14,PINCH
F,PINCH,387.3,1.310,11,387.3,134.9,3.008,1.634,0.471,8,PINCH
F,PINCH,506.6,1.965,11,99.1,506.6,2.486,1.516,0.324,11,PINCH
F,PINCH,774.0,0.991,49,774.0,-191.8,2.078,1.242,0.298,15,TWIST
F,PINCH,329.7,3.593,15,329.7,47.3,2.364,1.438,0.359,10,PINCH
F,PINCH,376.2,1.051,9,211.2,376.2,2.214,1.493,0.270,11,PINCH
F,PINCH,1237.9,1.553,21,-536.9,-260.1,2.977,1.449,0.385,8,FLICK
F,PINCH,329.9,0.823,7,-173.0,-228.0,2.695,1.429,0.329,15,PINCH
F,PINCH,776.0,3.686,21,-182.6,27.9,1.986,1.409,0.237,12,FLICK
F,PINCH,493.4,2.406,11,-162.5,493.4,2.298,1.505,0.285,9,PINCH
F,PINCH,382.0,2.791,13,-99.1,-37.8,2.298,1.428,0.299,17,PINCH
F,GARBAGE,352.8,0.679,12,-257.4,262.4,1.636,1.009,0.159,1,NONE
F,GARBAGE,105.7,1.623,0,105.7,11.1,2.268,1.356,0.380,2,NONE
F,GARBAGE,329.7,1.623,19,-177.9,-25.3,2.339,1.354,0.369,8,NONE
F,GARBAGE,114.3,0.766,0,-77.3,114.3,1.881,1.246,0.256,4,NONE
F,GARBAGE,186.4,1.416,0,186.4,82.7,2.087,1.295,0.307,9,NONE
F,GARBAGE,354.4,1.734,13,74.1,130.3,1.650,1.059,0.210,4,NONE
F,GARBAGE,131.2,1.635,0,-18.8,61.4,2.540,1.412,0.432,3,NONE
F,GARBAGE,95.1,2.095,0,95.1,-10.3,1.917,1.345,0.302,5,NONE
F,GARBAGE,167.4,0.725,0,167.4,-115.6,2.001,1.257,0.299,4,NONE
F,GARBAGE,126.5,1.362,0,-11.6,126.5,2.470,1.362,0.341,3,NONE
F,GARBAGE,174.7,2.252,0,-63.9,13.7,2.435,1.419,0.425,5,NONE
F,GARBAGE,117.8,2.184,0,117.8,-22.8,2.079,1.451,0.260,6,NONE
F,GARBAGE,138.3,0.847,0,-87.5,75.8,2.173,1.304,0.309,3,NONE
F,GARBAGE,126.5,0.759,0,71.7,95.1,2.523,1.318,0.343,4,NONE
F,GARBAGE,191.2,2.820,0,191.2,18.5,1.989,1.066,0.252,3,NONE
F,GARBAGE,374.4,1.850,21,374.4,141.9,2.160,1.244,0.257,3,NONE
F,GARBAGE,99.6,1.651,0,-24.7,99.6,1.724,1.045,0.199,2,NONE
F,GARBAGE,135.7,1.579,0,135.7,-44.5,1.931,1.372,0.325,11,NONE
F,GARBAGE,113.4,1.492,0,25.6,50.4,2.443,1.265,0.451,3,NONE
F,GARBAGE,173.9,1.285,0,173.9,62.0,2.032,1.286,0.307,4,NONE
F,GARBAGE,116.9,1.058,0,-26.2,116.9,1.517,1.004,0.126,1,NONE
F,GARBAGE,163.4,1.774,0,-29.9,163.4,2.107,1.375,0.276,8,NONE
F,GARBAGE,161.6,2.313,0,161.6,-13.4,2.232,1.275,0.364,8,NONE
F,GARBAGE,154.9,1.348,0,-27.6,154.9,1.853,1.248,0.174,3,NONE
F,GARBAGE,70.9,1.422,0,70.9,-13.9,2.086,1.248,0.351,4,NONE
F,GARBAGE,399.3,0.727,13,-260.8,-288.4,1.946,1.064,0.302,3,NONE
F,GARBAGE,116.1,0.810,0,116.1,91.8,2.092,1.300,0.280,5,NONE
F,GARBAGE,373.5,3.056,23,373.5,-76.2,3.195,1.349,0.590,4,NONE
F,GARBAGE,184.9,1.447,0,184.9,104.7,2.038,1.377,0.287,4,NONE
F,GARBAGE,113.6,2.691,0,14.5,27.7,1.788,1.288,0.274,4,NONE
F,GARBAGE,368.0,1.089,9,368.0,-129.5,1.825,1.078,0.248,3,NONE
F,GARBAGE,356.0,1.807,21,356.0,-149.4,1.861,1.300,0.259,6,NONE
F,GARBAGE,293.7,0.846,9,178.6,-168.7,1.622,1.059,0.227,5,NONE
F,GARBAGE,128.3,2.039,0,-52.0,128.3,1.594,1.039,0.163,2,NONE
F,FLICK,815.0,1.943,21,815.0,-315.8,2.486,1.457,0.363,11,FLICK
F,FLICK,1240.7,1.380,23,-211.3,-688.0,2.263,1.500,0.343,12,FLICK
F,FLICK,958.6,1.740,23,501.5,-49.4,1.925,1.352,0.198,13,FLICK
F,FLICK,1206.7,2.540,17,-69.1,405.9,2.329,1.426,0.315,12,FLICK
F,FLICK,1040.9,1.551,18,-481.8,1040.9,2.046,1.363,0.260,14,FLICK
F,FLICK,1112.5,1.807,19,1112.5,204.6,2.249,1.415,0.254,9,FLICK
F,FLICK,1093.8,5.070,13,1093.8,-23.1,2.595,1.611,0.429,10,FLICK
F,FLICK,1274.1,1.600,23,1274.1,-454.9,2.206,1.445,0.323,9,FLICK
F,FLICK,935.3,2.052,14,167.9,287.8,2.698,1.539,0.371,8,FLICK
F,FLICK,1292.8,2.101,23,1292.8,120.2,2.273,1.472,0.275,11,FLICK
F,FLICK,1287.6,1.891,31,558.5,-122.2,2.225,1.333,0.325,13,FLICK
F,FLICK,783.8,1.281,19,-222.3,783.8,3.113,1.563,0.420,10,FLICK
F,FLICK,1057.6,1.470,25,1057.6,-442.2,2.202,1.407,0.370,12,FLICK
F,FLICK,965.3,1.635,25,965.3,-249.9,2.031,1.550,0.244,11,FLICK
F,FLICK,1253.8,1.343,25,1253.8,-294.1,2.463,1.376,0.376,11,FLICK
F,FLICK,1086.1,3.942,23,44.0,1086.1,2.442,1.446,0.308,11,FLICK
F,FLICK,1127.2,2.163,12,1127.2,-217.1,2.301,1.502,0.334,13,FLICK
F,FLICK,786.8,1.740,13,-344.1,786.8,2.544,1.712,0.333,6,FLICK
F,FLICK,1190.8,1.643,25,205.5,1190.8,2.047,1.252,0.236,8,FLICK
F,FLICK,905.2,1.431,21,905.2,354.0,2.344,1.422,0.351,12,FLICK
F,FLICK,1350.4,5.048,19,1350.4,-17.0,2.080,1.440,0.144,14,FLICK
F,FLICK,1116.7,2.817,26,335.9,1116.7,2.652,1.638,0.395,9,FLICK
F,FLICK,1345.3,5.263,23,111.1,1345.3,2.341,1.456,0.301,10,FLICK
F,FLICK,1278.8,1.578,29,536.7,273.9,2.233,1.332,0.324,10,FLICK
F,FLICK,778.0,2.547,23,778.0,-181.1,1.930,1.329,0.254,7,FLICK
F,FLICK,1292.3,1.300,31,1292.3,643.9,2.235,1.414,0.290,7,FLICK
F,FLICK,1287.1,2.591,23,249.8,-246.9,1.896,1.411,0.182,14,FLICK
