subject,label,peakGyro,ratio,durationCount,gySigned,gzSigned,peakAccel,accelMean,accelStd,spikeCount,classified
A,TWIST,776.0,0.662,36,542.7,-630.2,2.365,1.246,0.462,4,TWIST
A,TWIST,758.2,0.675,35,469.8,-654.3,2.102,1.143,0.434,3,TWIST
A,TWIST,747.7,0.899,22,-329.3,-502.4,1.948,1.212,0.311,3,TWIST
A,TWIST,788.8,0.838,35,-465.5,-475.5,2.303,1.190,0.428,4,TWIST
A,TWIST,936.2,0.750,31,523.5,-725.2,2.347,1.250,0.481,4,TWIST
A,TWIST,868.8,0.786,23,-485.4,620.3,3.398,1.325,0.679,1,TWIST
A,TWIST,839.6,0.913,45,-412.4,507.3,2.868,1.292,0.615,4,TWIST
A,TWIST,858.9,0.767,39,-534.9,585.4,3.188,1.356,0.720,3,TWIST
A,TWIST,809.6,0.701,41,462.7,692.6,3.243,1.254,0.698,3,TWIST
A,TWIST,743.4,0.609,41,-551.1,670.4,2.677,1.278,0.511,4,TWIST
A,TWIST,782.4,0.741,27,-442.9,612.8,2.530,1.264,0.469,3,TWIST
A,TWIST,916.5,0.962,45,478.9,473.4,3.187,1.307,0.689,3,TWIST
A,TWIST,775.5,0.759,31,465.7,-556.7,2.063,1.216,0.393,3,TWIST
A,TWIST,661.0,0.581,33,510.2,-661.0,1.998,1.134,0.336,3,NONE
A,TWIST,821.0,0.654,26,478.6,-776.9,2.414,1.230,0.460,4,TWIST
A,TWIST,858.3,0.714,31,-460.8,-741.0,2.315,1.204,0.438,4,TWIST
A,TWIST,851.7,0.704,33,512.9,-696.8,2.244,1.238,0.420,4,TWIST
A,TWIST,908.0,0.723,28,429.8,-826.4,2.215,1.214,0.387,5,TWIST
A,TWIST,722.7,0.628,38,469.5,-722.7,2.184,1.131,0.388,3,TWIST
A,TWIST,750.6,0.662,34,415.5,-717.9,2.286,1.130,0.419,4,TWIST
A,TWIST,670.9,0.682,36,396.2,-587.0,1.895,1.116,0.357,2,NONE
A,TWIST,729.8,0.649,35,454.1,-729.8,1.851,1.114,0.330,3,TWIST
A,TWIST,678.6,0.569,33,520.7,-671.1,1.815,1.160,0.290,4,NONE
A,TWIST,750.5,0.828,22,-272.0,-634.0,1.864,1.131,0.301,1,TWIST
A,TWIST,739.6,0.769,19,323.7,-637.5,2.218,1.212,0.436,2,TWIST
A,TWIST,783.0,0.677,19,-386.0,-770.9,2.451,1.244,0.365,3,TWIST
A,TWIST,904.2,0.783,20,-345.2,-809.2,2.118,1.217,0.397,2,TWIST
A,TWIST,788.2,0.677,35,435.5,-728.4,2.053,1.211,0.384,3,TWIST
A,TWIST,808.7,0.771,20,260.5,-789.0,2.407,1.171,0.378,1,TWIST
A,TWIST,843.7,0.807,33,429.3,-616.7,2.043,1.159,0.413,4,TWIST
A,TWIST,689.0,0.732,24,298.4,-689.0,2.284,1.161,0.388,1,NONE
A,TWIST,832.1,0.690,20,-399.5,-806.2,2.151,1.181,0.383,2,TWIST
A,FLICK,841.9,2.865,30,-841.9,126.8,1.836,1.121,0.269,3,FLICK
A,FLICK,765.4,2.508,17,765.4,-150.1,1.911,1.122,0.262,3,FLICK
A,FLICK,904.1,2.569,20,-904.1,-148.8,2.064,1.150,0.299,2,FLICK
A,FLICK,821.0,2.347,23,-821.0,-189.2,1.598,1.111,0.216,2,FLICK
A,FLICK,1058.9,3.454,32,-1058.9,-136.5,2.448,1.133,0.378,2,FLICK
A,FLICK,743.7,1.877,20,743.7,-179.0,1.854,1.134,0.247,2,FLICK
A,FLICK,868.3,2.271,33,-868.3,188.0,2.241,1.075,0.319,2,FLICK
A,FLICK,767.8,2.883,22,-767.8,-90.1,2.320,1.129,0.299,1,FLICK
A,FLICK,1075.7,2.832,27,-1075.7,-158.8,2.131,1.112,0.286,1,FLICK
A,FLICK,810.3,3.645,21,-810.3,-129.6,1.990,1.134,0.268,1,FLICK
A,FLICK,885.8,3.956,35,-885.8,-121.8,1.603,1.155,0.258,4,FLICK
A,FLICK,1028.7,3.316,31,-1028.7,132.1,1.985,1.201,0.310,3,FLICK
A,FLICK,1024.0,2.386,36,-1024.0,-293.1,1.671,1.144,0.285,4,FLICK
A,FLICK,741.4,1.215,36,-741.4,-291.6,1.800,1.086,0.257,2,FLICK
A,FLICK,1032.7,4.116,32,-1032.7,-75.9,2.059,1.155,0.334,2,FLICK
A,FLICK,745.6,2.720,22,745.6,-187.6,1.711,1.126,0.207,2,FLICK
A,FLICK,1105.9,2.904,33,-1105.9,-165.2,1.952,1.149,0.302,3,FLICK
A,FLICK,1017.8,4.168,28,-1017.8,-136.4,1.943,1.180,0.286,3,FLICK
A,FLICK,1118.2,7.092,27,-1118.2,-116.8,2.014,1.160,0.271,1,FLICK
A,FLICK,908.9,2.931,25,-908.9,-194.1,1.476,1.102,0.194,3,FLICK
A,FLICK,746.8,3.070,22,-746.8,-120.4,1.572,1.105,0.196,1,FLICK
A,FLICK,931.3,3.328,24,-931.3,91.6,1.984,1.128,0.243,1,FLICK
A,FLICK,700.7,3.022,23,700.7,135.5,1.371,1.086,0.153,1,FLICK
A,FLICK,1026.5,3.987,20,-1026.5,122.1,2.374,1.165,0.324,4,FLICK
A,FLICK,975.8,2.324,21,-975.8,133.7,1.904,1.172,0.257,3,FLICK
A,FLICK,1101.0,3.001,26,-1101.0,-258.3,2.427,1.202,0.345,3,FLICK
A,FLICK,812.4,2.513,31,-812.4,-107.7,1.568,1.074,0.186,2,FLICK
A,FLICK,792.6,2.221,23,792.6,-171.6,1.587,1.142,0.202,2,FLICK
A,FLICK,979.5,3.172,33,-979.5,100.2,2.054,1.180,0.311,3,FLICK
A,FLICK,1208.6,3.224,41,1208.6,-192.4,3.313,1.325,0.477,6,FLICK
A,FLICK,1121.8,3.319,29,1121.8,-138.4,2.658,1.327,0.394,5,FLICK
A,FLICK,1362.5,2.393,32,-1362.5,-263.8,3.049,1.326,0.597,4,FLICK
A,FLICK,991.2,1.507,32,-991.2,-277.2,2.559,1.257,0.453,5,FLICK
A,FLICK,1195.9,2.634,34,-1195.9,-204.3,2.553,1.341,0.419,5,FLICK
A,FLICK,1160.6,2.235,40,-1160.6,-373.9,2.766,1.374,0.438,7,FLICK
A,FLICK,1450.6,2.087,35,-1450.6,-306.1,3.009,1.427,0.573,6,FLICK
A,FLICK,1325.1,2.230,42,-1325.1,-250.9,3.021,1.379,0.615,6,FLICK
A,FLICK,1373.1,2.794,34,-1373.1,-237.6,2.867,1.380,0.475,5,FLICK
A,FLICK,1155.5,2.520,32,1155.5,-169.6,2.930,1.382,0.469,5,FLICK
A,FLICK,1339.7,1.474,41,1339.7,-354.3,3.761,1.488,0.666,6,FLICK
A,FLICK,1440.4,2.224,38,1440.4,-245.2,3.848,1.472,0.606,4,FLICK
A,FLICK,1244.4,2.472,34,1244.4,-263.0,3.646,1.440,0.532,5,FLICK
A,FLICK,1114.5,2.014,34,1114.5,-228.2,3.165,1.337,0.496,6,FLICK
A,FLICK,1233.4,2.776,36,-1233.4,-180.3,2.959,1.357,0.481,6,FLICK
A,FLICK,1118.8,2.745,36,-1118.8,-138.7,2.432,1.307,0.396,5,FLICK
A,FLICK,1138.2,2.665,37,1138.2,-187.5,2.927,1.316,0.482,4,FLICK
A,FLICK,993.0,1.761,33,993.0,-277.9,2.345,1.317,0.410,6,FLICK
A,FLICK,1024.1,2.380,35,1024.1,-179.2,2.335,1.286,0.348,6,FLICK
A,FLICK,1220.4,2.818,33,1220.4,-130.3,3.480,1.417,0.527,5,FLICK
A,FLICK,1149.1,2.479,32,1149.1,-194.6,2.627,1.345,0.397,4,FLICK
A,FLICK,1342.0,1.771,35,1342.0,-376.9,3.593,1.475,0.614,5,FLICK
A,FLICK,1104.8,2.478,33,1104.8,-150.8,3.200,1.339,0.511,5,FLICK
A,FLICK,1177.7,1.928,34,1177.7,-183.8,3.359,1.371,0.555,5,FLICK
A,FLICK,1226.6,1.959,40,1226.6,-283.2,3.381,1.393,0.529,4,FLICK
A,FLICK,1146.0,2.260,31,-1146.0,139.0,2.282,1.290,0.422,5,FLICK
A,FLICK,1186.2,2.131,33,-1186.2,-141.3,2.497,1.384,0.458,5,FLICK
A,FLICK,1202.7,2.257,36,1202.7,-198.7,3.061,1.327,0.434,4,FLICK
A,FLICK,1178.6,1.914,42,1178.6,-214.2,3.365,1.340,0.474,4,FLICK
A,FLICK,1205.9,1.456,38,1205.9,-368.0,3.532,1.377,0.565,5,FLICK
A,FLICK,1058.7,1.423,37,1058.7,-275.3,2.876,1.314,0.417,6,FLICK
A,FLICK,1157.6,2.250,39,1157.6,-243.2,3.074,1.264,0.450,6,FLICK
A,FLICK,1098.8,2.167,33,1098.8,-211.5,2.638,1.302,0.398,4,FLICK
A,FLICK,1139.5,2.122,35,1139.5,-305.1,3.138,1.244,0.470,4,FLICK
A,FLICK,1212.0,1.677,38,1212.0,-288.2,3.151,1.406,0.518,6,FLICK
A,FLICK,1164.7,1.613,39,1164.7,-295.5,3.543,1.385,0.539,6,FLICK
A,FLICK,1040.1,1.565,37,1040.1,-307.1,2.227,1.305,0.356,4,FLICK
A,FLICK,1072.6,1.970,36,1072.6,-203.3,2.937,1.262,0.480,6,FLICK
A,FLICK,1089.4,1.337,38,1089.4,-314.4,3.114,1.380,0.516,4,FLICK
A,FLICK,1087.1,1.824,30,1087.1,-247.8,2.726,1.338,0.403,5,FLICK
D,FLICK,1214.8,1.511,19,1214.8,-305.5,3.022,1.415,0.605,1,FLICK
D,FLICK,955.5,1.229,21,-955.5,254.6,3.202,1.184,0.497,3,FLICK
D,FLICK,1194.8,1.297,21,-1194.8,-390.6,3.016,1.358,0.540,4,FLICK
D,FLICK,1153.7,1.212,23,1153.7,-374.6,3.111,1.350,0.531,4,FLICK
D,FLICK,863.3,1.218,24,-863.3,263.4,2.281,1.196,0.428,4,FLICK
D,FLICK,1151.5,1.440,25,1151.5,-314.9,2.732,1.382,0.441,4,FLICK
D,FLICK,1088.2,1.239,25,1088.2,-305.1,2.743,1.397,0.493,4,FLICK
D,FLICK,1060.7,1.448,31,1060.7,-301.2,2.455,1.328,0.405,4,FLICK
D,FLICK,1080.9,1.172,23,1080.9,-346.3,2.860,1.383,0.515,5,TWIST
D,FLICK,1131.4,1.568,24,-1131.4,-263.5,2.274,1.349,0.451,4,FLICK
D,FLICK,1178.0,1.286,26,1178.0,-486.6,2.659,1.443,0.454,4,FLICK
D,FLICK,1030.9,1.676,22,-1030.9,-228.8,2.244,1.290,0.407,3,FLICK
D,FLICK,1233.9,1.564,23,1233.9,-431.0,2.705,1.401,0.452,2,FLICK
D,FLICK,1209.3,1.352,25,1209.3,-407.1,2.748,1.463,0.497,4,FLICK
D,FLICK,1197.8,1.822,24,-1197.8,-315.7,2.238,1.409,0.425,3,FLICK
D,FLICK,1360.2,2.110,37,-1360.2,-287.2,2.630,1.487,0.484,4,FLICK
D,FLICK,1060.2,2.254,25,-1060.2,-226.2,2.085,1.233,0.393,3,FLICK
D,FLICK,1041.5,1.760,24,-1041.5,-310.5,2.427,1.321,0.383,4,FLICK
